"stockid","stockid_ramldb","common_name","species","species_orig","order","family","family_common","type","type1","country","region","area","source","comments","method","ssb_units","r_units","landings_units","f_age_vpa","r_age_vpa","r_age_vpa1","feed_type","egg_type","egg_diam","length_at_hatch","length_at_metamorph","deltaL","deltaN","spawn_location","spawn_lat_dm","spawn_long_dm","spawn_month","natmort","f01","fmax","fmed","sprf0","source_mat","lmat","lmat_m","lmat_f","tmat","tmat_m","tmat_f","r_length","r_age","r_age_m","r_age_f","source_growth","linf_in","k","t0","linf_in_m","k_m","t0_m","linf_in_f","k_f","t0_f","source_lw_ab","lw_a","lw_b","lw_a_m","lw_b_m","lw_a_f","lw_b_f","ssb_nyr","r_nyr","sr_nyr"
"BIGEYEEPACIFIC2","BIGEYEEPAC","Bigeye tuna","Thunnus obesus","Thunnus obesus","Perciformes","Scombridae","Mackerels and tunas","marine","finfish","Pacific Ocean","East Pacific","East Pacific","Status of  bigeye tuna in the Eastern Pacific Ocean. INTER-AMERICAN TROPICAL COMMISSION. Prepared Sept. 2000",NA,"SPA, age-structured, catch-at-length analysis","Tonnes of Females","Thousands",NA,NA,"0.5",0.5,NA,NA,NA,NA,NA,NA,NA,NA,"-10 00","-125 00",NA,"0.4",NA,NA,NA,"4.25373",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,25,25
"BLOLMICH",NA,"Bloater","Coregonus hoyi","Coregonus hoyi","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","USA","Laurentian Great Lakes","Lake Michigan","Brown, E. H. Jr., R. L. Argyle, N. R. Payne, and M. E. Holey. 1987. Yield and dynamics of destablized chub ({\it Coregonus} spp.) populations in Lake Michigan and Huron, 1950-84. Can. J. Fish. Aquat. Sci. 44(Suppl. 2): 371-383.",NA,"RV","Millions of eggs","Thousands of fish",NA,NA,"1",1,NA,NA,"1.95",NA,NA,NA,NA,NA,"44 00","-87 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11
"BLUEFISH","BLUEFISHATLC","Bluefish","Pomatomus saltatrix","Pomatomus saltatrix","Perciformes","Pomatomidae","Bluefishes","marine","finfish","USA","US East Coast","East Coast, USA","23th Northeast Regional Stock Assessment Workshop, NMFS, Woods Hole, Northeast Fisheries Science Ceter Referce Document 97-05",NA,"SPA","Tonnes","Millions","Tonnes","1","0",0,NA,NA,NA,NA,NA,NA,NA,"Shelf","34 00","-76 00","3-8","0.25","0.31","0.47",NA,"9.0145",NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,14
"BLUEPIKELERIE",NA,"Walleye","Sander vitreus","Stizostedion vitreum glaucum","Perciformes","Percidae","Perches","freshwater","finfish","USA","Laurentian Great Lakes","Eastern Lake Erie","J. W. Parsons.  1967.  Contributions of year-classes of blue pike to the commercial Fishery of Lake Erie, 1943-1959.  J. Fish. Res. Bd. Canada. 24(5):1035-1066",NA,"SPA",NA,"Number of fish","Thousands of pounds",NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"42 50","-79 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,0
"BMONK",NA,"Black anglerfish","Lophius budegassa","Lophius budegassa","Lophiiformes","Lophiidae","Anglerfishes","marine","finfish","Europe","Europe","ICES VIIb-k and VIIIa,b.","Anon. 1997. Report of the Working Group on the Assessment of Southern Shelf Demersal Stocks. Part 3 of 4. ICES Doc. C.M.1997/Assess: 5.",NA,"SPA","Tonnes","Thousands","Tonnes","4-8","1",1,NA,NA,NA,NA,NA,NA,NA,NA,"49 00","-10 00",NA,"0.15",NA,NA,NA,"8.25",NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,9
"BOCAEURCON","BOCACCSPCOAST","Bocaccio","Sebastes paucispinis","Sebastes paucispinis","Scorpaeniformes","Scorpaenidae","Scorpionfishes","marine","finfish","USA","US West Coast","W. U.S.","Bence, J.R., and J. E. Hightower. Status of Bocaccio in the Conception / Monteray / Eureka INPFC Areas in 1990. Pacific Fishery Management Council (U.S.).",NA,"SPA",NA,"Millions","Tonnes",NA,"1",1,"Mesobenthal 0-475m","Ovoviviparous, pelagic larvae","NA","4-5","15",NA,NA,"Shelf","36 45","-122 30","Parturition- 1-2","0.150",NA,NA,NA,NA,"Wyllie Echeverria, T. 1987. Thirty Four Species of California Rockfishes: Maturity and Seasonality of Reproduction. Fish. Bull. 85(2)",NA,"42","48","4","3","4",NA,NA,NA,NA,"Westerheim, S.J & Harling, W.R. (1975), & Bence, J.R., and J. E. Hightower. Status of Bocaccio in the Conception / Monteray / Eureka INPFC Areas in 1990. Pacific Fishery Management Council (U.S.).",NA,"0.100",NA,"63.848","0.233",NA,"76.361","0.17",NA,NA,NA,NA,NA,NA,NA,NA,0,12,0
"BRANWAK",NA,"Branquillo","Branchiostegus japonicus","Branchiostegus japonicus","Perciformes","Branchiostegidae","Tilefishes","marine","finfish","Asia","Japan","Wakasa Bay","T. Kitahara 1974. On the Sweeping Trammel Net Fishery along the Coast in the San'in District - Yearly Variation in the Population Size of Branquillos in Wakasa Bay.  Bulletin of the Japanese Society of Scientific fisheries. 40(2): 141-152.","SR","Leslie","Index of Eggs","Index","Tons",NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"35 20","135 30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7
"BREAMTJE",NA,"Bream","Abramis brama","Abramis brama","Cypriniformes","Cyprinidae","Carps and minnows","freshwater","finfish","Europe","Netherlands","Lake Tjeukemeer, the Netherlands","Mooij, W.M., W.L.T. Van Denses, and E.H.R.R. Lammens. 1996. Formation of year-class strength in the bream population in the shallow eutrophic Lake Tjeukemeer. J. Fish Biol. 48:30-39.",NA,"RV","Numbers per Tow","Numbers per Tow",NA,NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"52 50","5 47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11
"BRNTROBBBR1",NA,"Brown trout","Salmo trutta","Salmo trutta","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","Europe","England","Black Brows Beck","Elliott, J.M. 1994. Quantitative Ecology and the Brown Trout. Oxford University Press.","taken from fig 3.8, page 47.","Count","eggs per 60 m^2","fish per 60 m^2",NA,NA,"0.5",0.5,NA,NA,NA,NA,NA,NA,NA,NA,"54 30","-2 30","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,24
"BRNTROBBBR2",NA,"Brown trout","Salmo trutta","Salmo trutta","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","Europe","England","Black Brows Beck","Elliott, J.M. 1994.Quantitative Ecology and the Brown Trout. Oxford University Press.","taken from fig 3.8, page 47.","Count","eggs per 60 m^2","fish per 60 m^2",NA,NA,"0.75",0.75,NA,NA,NA,NA,NA,NA,NA,NA,"54 30","-2 30",NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,24
"BRNTROBBBR3",NA,"Brown trout","Salmo trutta","Salmo trutta","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","Europe","England","Black Brows Beck","Elliott, J.M. 1994.Quantitative Ecology and the Brown Trout. Oxford University Press.","taken from fig 3.8, page 47.","Count","eggs 60 m^-2","fish 60 m^-2",NA,NA,"1.5",1.5,NA,NA,NA,NA,NA,NA,NA,NA,"54 30","-2 30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,23
"BRNTROBBBR4",NA,"Brown trout","Salmo trutta","Salmo trutta","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","Europe","England","Black Brows Beck","Elliott, J.M. 1994.Quantitative Ecology and the Brown Trout. Oxford University Press.","taken from fig 3.8, page 47.","Count","eggs per 60 m^2","fish per 60 m^2",NA,NA,"1.75",1.75,NA,NA,NA,NA,NA,NA,NA,NA,"54 30","-2 30","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,23,23
"BRNTROBBBR5",NA,"Brown trout","Salmo trutta","Salmo trutta","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","Europe","England","Black Brows Beck","Elliott, J.M. 1994.Quantitative Ecology and the Brown Trout. Oxford University Press.","taken from fig 3.8, page 47.","Count","eggs per 60 m^2","fish per 60 m^2",NA,NA,"4",4,NA,NA,NA,NA,NA,NA,NA,NA,"54 30","-2 30","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,20
"BRNTROWBAS0",NA,"Brown trout","Salmo trutta","Salmo trutta","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","Europe","England","Wilfin Beck, Aug/Sept","Elliott, J.M. 1994. Quantitative Ecology and the Brown Trout. Oxford University Press.","taken from fig 6.2, page 139.","Count","eggs per 60 m^2","fish per 60 m^2",NA,NA,"0+",0,NA,NA,NA,NA,NA,NA,NA,NA,"54 25","-2 25","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7
"BRNTROWBAS1",NA,"Brown trout","Salmo trutta","Salmo trutta","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","Europe","England","Wilfin Beck, Aug/Sept","Elliott, J.M. 1994. Quantitative Ecology and the Brown Trout. Oxford University Press.","taken from fig 6.2, page 139.","Count","eggs per 60 m^2","fish per 60 m^2",NA,NA,"1+",1,NA,NA,NA,NA,NA,NA,NA,NA,"54 25","-2 25","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6
"BRNTROWBMJ0",NA,"Brown trout","Salmo trutta","Salmo trutta","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","Europe","England","Wilfin Beck, May/June","Elliott, J.M. 1994. Quantitative Ecology and the Brown Trout. Oxford University Press.","taken from fig 6.2, page 139.","Count","eggs per 60 m^2","fish per 60 m^2",NA,NA,"0+",0,NA,NA,NA,NA,NA,NA,NA,NA,"54 25","-2 25","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7
"BRNTROWBMJ1",NA,"Brown trout","Salmo trutta","Salmo trutta","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","Europe","England","Wilfin Beck, May/June","Elliott, J.M. 1994. Quantitative Ecology and the Brown Trout. Oxford University Press.","taken from fig 6.2, page 139.","Count","eggs per 60 m^2","fish per 60 m^2",NA,NA,"1+",1,NA,NA,NA,NA,NA,NA,NA,NA,"54 25","-2 25","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6
"BTROSCMTMICHA0",NA,"Freshwater brook trout","Salvelinus fontinalis","Salvelinus fontinalis","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","USA","US Michigan","Montmorency County, Michigan","McFadden, J.T, G.R. Alexander and D.S. Shetter. 1967. Numerical Changes and Population Regulation in Brook Trout. J. Fish. Res. Bd. Canada. 24(7).","from table 3, page 1430","electrofishing","Number of eggs","Numbers",NA,NA,"0.5",0.5,NA,NA,NA,NA,NA,NA,NA,NA,"44 50","-84 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,13
"BTROSCMTMICHA1",NA,"Freshwater brook trout","Salvelinus fontinalis","Salvelinus fontinalis","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","USA","US Michigan","Montmorency County, Michigan","McFadden, J.T, G.R. Alexander and D.S. Shetter. 1967. Numerical Changes and Population Regulation in Brook Trout. J. Fish. Res. Bd. Canada. 24(7).","from table 3, page 1430","electrofishing","Number of eggs","Numbers",NA,NA,"1",1,NA,NA,NA,NA,NA,NA,NA,NA,"44 50","-84 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,12
"BTROSCMTMICHA2",NA,"Freshwater brook trout","Salvelinus fontinalis","Salvelinus fontinalis","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","USA","US Michigan","Montmorency County, Michigan","McFadden, J.T, G.R. Alexander and D.S. Shetter. 1967. Numerical Changes and Population Regulation in Brook Trout. J. Fish. Res. Bd. Canada. 24(7).","from table 3, page 1430","electrofishing","Number of eggs","Numbers",NA,NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"44 50","-84 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,11
"BTROSCMTMICHA3",NA,"Freshwater brook trout","Salvelinus fontinalis","Salvelinus fontinalis","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","USA","US Michigan","Montmorency County, Michigan","McFadden, J.T, G.R. Alexander and D.S. Shetter. 1967. Numerical Changes and Population Regulation in Brook Trout. J. Fish. Res. Bd. Canada. 24(7).","from table 3, page 1430","electrofishing","Number of eggs","Numbers",NA,NA,"3",3,NA,NA,NA,NA,NA,NA,NA,NA,"44 50","-84 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,10
"BTROSCMTMICHA4",NA,"Freshwater brook trout","Salvelinus fontinalis","Salvelinus fontinalis","Salmoniformes","Salmonidae","Trouts and salmons","freshwater","finfish","USA","US Michigan","Montmorency County, Michigan","McFadden, J.T, G.R. Alexander and D.S. Shetter. 1967. Numerical Changes and Population Regulation in Brook Trout. J. Fish. Res. Bd. Canada. 24(7).","from table 3, page 1430","electrofishing","Number of eggs","Numbers",NA,NA,"4",4,NA,NA,NA,NA,NA,NA,NA,NA,"44 50","-84 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,14,9
"BTUNAWA","ATBTUNAWATL","Atlantic bluefin tuna","Thunnus thynnus","Thunnus thynnus","Perciformes","Scombridae","Mackerels and tunas","marine","finfish","Atlantic Ocean","West Atlantic","West Atlantic","1994 SCRS data emailed from V. Restrepo & S. Turner",NA,"SPA","Tonnes","Numbers","Tonnes","8-10+","1",1,NA,NA,NA,NA,NA,NA,NA,NA,"20 00","-74 00",NA,"0.14",NA,NA,NA,"940.702",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,23
"BUTTER56","BUTTERGOMCHATT","Butterfish","Peprilus triacanthus","Peprilus triacanthus","Perciformes","Stromateidae","Butterfishes","marine","finfish","Canada","Canada East Coast","NAFO 5 and 6","Woods Hole Ref. Doc. 86-09.; Woods Hole Ref. Doc. 91-03.","RV(0+1)","RV",NA,NA,"Tonnes",NA,NA,NA,"Pelagic","Oviparous","0.68-0.82","1.68-1.75","NA","NA","NA",NA,"39 00","-70 00",NA,NA,NA,NA,NA,NA,"Bigelow, H.B. & Schroeder, W.C. 1953.  fishes of the Gulf of  Maine. U.S. Fish Wild. Serv. Fish. Bull. 74. Vol 53:577p","16 SL",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,0
"BWHITNA",NA,"Blue whiting","Micromesistius poutassou","Micromesistius poutassou","Gadiformes","Gadidae","Codfishes","marine","finfish","Europe","Europe","Northern ICES","Anon. 1988. Report of the Blue Whiting Assesment Working Group. ICES Doc. C.M. 1988/Assess: 6.; Anon. 1991. Report of the Blue Whiting Assesment Working Group. ICES Doc. C.M. 1991/Assess: 2.; Anon. 1992. Report of the Blue Whiting Assesment Working Group. ICES Doc. C.M. 1992/Assess: 3.","SPA, 0 year olds in (000 000's). , RAM checked 5/12/91","SPA","Thousand tonnes","Millions","Tonnes","4-8","0",0,"Mesopelagic","Oviparous","1.19","2.0-2.2","24","20.8","17.5",NA,"60 00","3 00","3-5","0.20","0.26","0.50","0.28","0.53",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,20,20
"BWHITSA",NA,"Blue whiting","Micromesistius poutassou","Micromesistius poutassou","Gadiformes","Gadidae","Codfishes","marine","finfish","Europe","Europe","Southern ICES","Anon. 1991. Report of the Blue Whiting Assesment Working Group. ICES Doc. C.M. 1991/Assess: 2.; Anon. 1992. Report of the Blue Whiting Assesment Working Group. ICES Doc. C.M. 1992/Assess: 3.","SPA, 0 year olds in (000 000's)","SPA","Thousand tonnes","Millions","Thousand tonnes","1-4","0",0,"Mesopelagic","Oviparous","1.19","2.0-2.2","24","20.8","17.5",NA,"44 00","-9 00","3-5","0.20","0.15","0.86","0.65","0.38",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10
"CAPEICE","CAPEICE","Capelin","Mallotus villosus","Mallotus villosus","Salmoniformes","Osmeridae","Smelts","marine","finfish","Europe","Iceland","Iceland","Pers. Comm. with H. Vilhjalmsson, Institute of Marine Research, Iceland.","there is also a file with the 0 group index","SPA","Thousand tonnes","Billions","Thousand tonnes",NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"63 00","-18 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,17
"CAPEICE0",NA,"Capelin","Mallotus villosus","Mallotus villosus","Salmoniformes","Osmeridae","Smelts","marine","finfish","Europe","Iceland","Iceland","Pers. Comm. with H. Vilhjalmsson, Institute of Marine Research, Iceland.","there is also a file with age 2 recruits from VPA, SSB from VPA","RV","Thousand tonnes","Index","Thousand tonnes",NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"63 00","-18 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,27,18
"CAPENF0",NA,"Capelin","Mallotus villosus","Mallotus villosus","Salmoniformes","Osmeridae","Smelts","marine","finfish","Canada","Canada East Coast","Northern Newfoundland","Capelin in SA2 + Div. 3KL. 1997. DFO Res. Doc. 97/29",NA,"RV","Index","Index","Tonnes",NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"49 15","-51 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,9,9
"CAPENF1",NA,"Capelin","Mallotus villosus","Mallotus villosus","Salmoniformes","Osmeridae","Smelts","marine","finfish","Canada","Canada East Coast","Northern Newfoundland","Capelin in SA2 + Div. 3KL. 1997. DFO Res. Doc. 97/29",NA,"RV","Index","Index","Tonnes",NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"49 15","-51 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,14,14
"CAPENGSTL",NA,"Capelin","Mallotus villosus","Mallotus villosus","Salmoniformes","Osmeridae","Smelts","marine","finfish","Canada","Canada East Coast","Northern Gulf of St. Lawrence","F. Gregoire, C. Levesque and J. Hudon. 1997.  Description of the capelin (Mallotus villosus) fishery in the Estuary and Gulf of St. Lawrence, 1996.  DFO Res. 97/15.",NA,"RV","Occurence %",NA,"Tonnes",NA,"0",0,NA,NA,NA,NA,NA,NA,NA,NA,"49 00","-62 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0
"CAPENOR","CAPENOR","Capelin","Mallotus villosus","Mallotus villosus","Salmoniformes","Osmeridae","Smelts","marine","finfish","Europe","Northeast Artic","Barents Sea","Report of the Atlanto-Scandian Herring and Capelin Working Group. ICES Doc. C.M. 1995/Assess: 9.  Anon. 1994. Report of the Atlanto-Scandian Herring and Capelin Working Group. ICES Doc. C.M. 1994/Assess: 8.","All estimates are from acoustic surveys.","RV","Thousand tonnes","Billions","Thousand tonnes",NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"71 00","35 00",NA,NA,NA,NA,NA,"0.0063",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,24,23
"CAPENORLAR",NA,"Capelin","Mallotus villosus","Mallotus villosus","Salmoniformes","Osmeridae","Smelts","marine","finfish","Europe","Northeast Artic","Barents Sea","Report of the Northern Pelagic Blue Whiting Fisheries Working Group. ICES Doc. C.M. 1997/Assess: 14.","pp 95-101. Larval abundance estimate","RV","Thousand tonnes","Thousands of billions","Thousand tonnes",NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"71 00","35 00",NA,NA,NA,NA,NA,"0.0063",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,15,15
"CAPENORLAR0",NA,"Capelin","Mallotus villosus","Mallotus villosus","Salmoniformes","Osmeridae","Smelts","marine","finfish","Europe","Northeast Artic","Barents Sea","Report of the Northern Pelagic Blue Whiting Fisheries Working Group. ICES Doc. C.M. 1997/Assess: 14.","pp 95-101. 0-group index","RV","Thousand tonnes","Index","Thousand tonnes",NA,"2",2,NA,NA,NA,NA,NA,NA,NA,NA,"71 00","35 00",NA,NA,NA,NA,NA,"0.0063",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,16,16
"CHAENOSGEORGIA",NA,"Blackfin icefish","Chaenocephalus aceratus","Chaenocephalus aceratus","Perciformes","Channichthyidae","Ice fishes","marine","finfish","Antarctica","Antarctica","South Georgia, Antarctic Ocean","Koch, K.H. 1992. Antarctic fish and fisheries. Cambridege Univ. Press.359 pages.","Fig 78","SPA and RV","Thousand Tonnes","Millions","Thousand Tonnes",NA,"1",1,NA,NA,"4.7","15.0",NA,NA,NA,NA,"-54 00","-36 00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHAMPSGEORGIA",NA,"Mackerel icefish","Champsocephalus gunnari","Champsocephalus gunnari","Perciformes","Channichthyidae","Ice fishes","marine","finfish","Antarctica","Antarctica","South Georgia, Antarctic Ocean","Koch, K.H. 1992. Antarctic fish and fisheries. Cambridege Univ. Press.359 pages.","Fig 70-72","SPA and RV","Thousand Tonnes","Millions","Thousand Tonnes",NA,"2",2,NA,NA,"4.0","12.0",NA,NA,NA,NA,"-54 00","-36 00",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"50.1","0.136","-0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,17
"CHAMPSORKNEY",NA,"Mackerel icefish","Champsocephalus gunnari","Champsocephalus gunnari","Perciformes","Channichthyidae","Ice fishes","marine","finfish","Antarctica","Antarctica","South Orkney Islands, Antarctic Ocean","Koch, K.H. 1992. Antarctic fish and fisheries. Cambridege Univ. Press.359 pages.","Fig 80","SPA","Thousand Tonnes",NA,"Thousand Tonnes",NA,NA,NA,NA,NA,"4.0","12.0",NA,NA,NA,NA,"-60 30","-47 30",NA,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,"50.1","0.136","-0.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0
"CHILIPEPPER","CHILISPCOAST","Chilipepper rockfish","Sebastes goodei","Sebastes goodei","Scorpaeniformes","Scorpaenidae","Scorpionfishes","marine","finfish","USA","US West Coast","West U.S.A.","S. Ralston, D. Perason and J. Reynolds. Status of the Chilipepper rockfish stock in 1998. Pacific Fishy Management Council.",NA,"Length Based Stock Synthesis","Tonnes","Thousands",NA,NA,"1",1,"Epi- & mesobenthal 0-375m","Ovoviparous, pelagic larvae","N/A",NA,NA,NA,NA,"Parturition-shelf","38 10","-123 30","Parturition Nov. - Mar.","0.223",NA,NA,NA,"1.29982","Wyllie Echeverria, T. 1987. Thirty Four Species of California Rockfishes: Maturity and Seasonality of Reproduction. Fish. Bull. 85(2)",NA,"28.83 cm fork length",NA,"4",NA,"4",NA,NA,NA,NA,"Ralston, D. Perason and J. Reynolds. Status of the Chilipepper rockfish stock in 1998. Pacific Fishy Management Council.",NA,NA,NA,NA,"0.20",NA,NA,"0.280",NA,NA,NA,NA,NA,NA,NA,NA,29,28,28
